Class;Date;Opening Price;Closing Price;Maximum;Minimum;Var. %;Return;MOMENTUM5;EMA12;EMA26;MACD 12-26;EMA9 of MACD 12-26;MACD 12-26-9;ROI10;ROI20;ROI30;RSI 10;RSI 14;RSI 30;STOCHRSI10;STOCHRSI14;STOCHRSI30;ADX;Williams%R(14);CCI;ATR;UO;;;;;;;;;;;;;;;;;;;;;
1;20150209;21628.07;21842.57;21852.62;21609.64;-0.008;0.002413495;638.5;21211.09159;21846.01757;-634.9259841;-519.8526487;-115.0733354;2.36392E-07;1.46045E-07;2.90514E-07;50.78041021;50.64495108;49.88629362;1;1;0.063473234;18.61596167;-0.625747161;175.9075165;382.7611257;79.41983422;;;;;;;;;;;;;;;;;;;;;
0;20150210;22040.61;21964.29;22083.47;21862.77;0.006;0.005572604;798.45;21326.96827;21973.38788;-646.419613;-545.1660416;-101.2535714;3.46879E-07;1.31632E-07;2.77832E-07;50.66916054;50.78422975;50.11867364;0.817220344;1;0.268154953;19.70043123;-6.487998998;174.6268969;372.6281881;75.55046742;;;;;;;;;;;;;;;;;;;;;
0;20150211;21969.49;22149.75;22167.17;21775.59;-0.004;0.008443706;883.5;21453.55007;22163.31632;-709.7662457;-578.0860824;-131.6801633;3.02518E-07;1.61651E-07;2.53657E-07;50.87590535;50.91844588;50.33785548;1;1;0.461211634;20.37184481;-0.906994059;152.758464;373.981889;78.80197971;;;;;;;;;;;;;;;;;;;;;
1;20150212;22109.47;21937.24;22133.32;21853.07;-0.001;-0.009594239;277.91;21527.96391;21919.84951;-391.8856076;-540.8459874;148.9603799;2.96875E-07;1.59828E-07;2.94445E-07;50.06759941;50.65032575;49.94930605;0;0.777329503;0.118974965;20.99530028;-11.97159265;124.5462139;368.4603255;75.75247465;;;;;;;;;;;;;;;;;;;;;
0;20150213;21934.63;22165.13;22172.62;21910.34;0.026;0.010388271;375.15;21625.98946;22183.99773;-558.0082703;-544.278444;-13.72982632;2.44792E-07;1.6892E-07;2.39831E-07;50.23510357;50.66703007;50.15902793;0.207228665;0.749355809;0.303699258;21.66551925;-0.388872736;123.1810679;360.8760165;77.28644077;;;;;;;;;;;;;;;;;;;;;
0;20150215;22175.65;22337.79;22338.82;22098.43;-0.003;0.007789713;495.22;21735.49723;22349.62017;-614.1229398;-558.2473432;-55.87559663;2.34895E-07;1.94869E-07;2.20426E-07;50.3974209;50.4936048;50.35219122;0.408040407;0.501755568;0.473838646;22.66518199;-0.051276179;125.6845673;352.2698725;78.50806823;;;;;;;;;;;;;;;;;;;;;
0;20150216;22381.46;22297.6;22514.89;22184.06;-0.006;-0.001799193;333.31;21821.97458;22293.59845;-471.6238648;-540.9226475;69.29878271;2.35335E-07;1.93121E-07;2.14719E-07;49.74947492;50.28521634;50.3067354;0;0.202483297;0.433800878;23.95955879;-10.76599118;118.1181928;350.738453;71.46145697;;;;;;;;;;;;;;;;;;;;;
0;20150217;22365.8;21987.18;22410.97;21942.47;-0.003;-0.013921678;-162.57;21847.3908;21963.60935;-116.2185489;-455.9818278;339.7632789;1.53764E-07;1.05815E-07;2.00588E-07;49.9012397;49.87523509;50.31315463;0.134730711;0;0.43945498;24.10234354;-26.14626171;82.09593121;359.1499921;61.10569533;;;;;;;;;;;;;;;;;;;;;
1;20150218;22087.24;22131.08;22131.08;21860.52;-0.019;0.006544723;193.84;21891.03529;22143.96236;-252.9270643;-415.3708751;162.4438108;9.88178E-08;1.2742E-07;1.52012E-07;49.97775052;50.00464438;50.46139286;0.202653971;0.124049031;0.570024102;23.90159698;-23.62663745;66.80477812;352.8221355;64.49716365;;;;;;;;;;;;;;;;;;;;;
0;20150219;22230.03;22400.08;22444.44;22124.02;0.018;0.012154852;234.95;21969.34986;22419.78136;-450.4314935;-422.3829988;-28.04849472;1.24965E-07;1.66098E-07;1.22639E-07;50.0763538;50.14110771;50.59375466;0.290190023;0.254859925;0.686609168;24.45937791;-7.067492367;92.17278886;350.5076972;63.23081652;;;;;;;;;;;;;;;;;;;;;
1;20150220;22449.49;22436.13;22575.4;22370.82;-0.008;0.001609369;98.34;22041.16219;22437.38759;-396.2253956;-417.1514781;20.92608251;1.2118E-07;1.75659E-07;1.37369E-07;50.17191155;49.93074705;50.72446142;0.375022387;0.053212597;0.801736471;25.25157886;-8.265330952;101.0821868;340.0842903;63.96032967;;;;;;;;;;;;;;;;;;;;;
1;20150223;22345.2;22564.35;22567.89;22250.32;0.021;0.005714889;266.75;22121.65262;22574.11634;-452.4637151;-424.2139255;-28.24978961;1.21122E-07;2.29388E-07;1.21399E-07;50.26814462;50.06441139;50.84711864;0.460454271;0.181340438;1;25.47622141;-0.98483093;97.07036227;338.4761267;65.26573924;;;;;;;;;;;;;;;;;;;;;
0;20150224;22594.3;22345.77;22631.37;22280.21;0.010;-0.009686962;358.59;22156.13222;22328.2049;-172.0726764;-373.7856757;201.7129993;4.117E-08;1.70517E-07;1.3965E-07;50.22160659;50.04080263;50.69193969;0.728659;0.15870957;0.849762029;25.83349845;-25.97638841;86.90937564;339.3821177;56.74616673;;;;;;;;;;;;;;;;;;;;;
1;20150225;22409.4;22833.04;22860.68;22408.78;-0.002;0.021805917;701.96;22260.27188;22871.87347;-611.6015906;-421.3488587;-190.2527319;1.77812E-07;2.3152E-07;1.34284E-07;50.22352591;50.1581041;50.69908992;0.731621165;0.271152308;0.856684594;26.66978054;-2.209361811;126.2435828;351.9198235;64.14196484;;;;;;;;;;;;;;;;;;;;;
1;20150226;22828.24;22809.01;22893.1;22772.87;0.005;-0.001052422;408.93;22344.69313;22804.17435;-459.4812202;-428.975331;-30.50588921;1.27841E-07;1.82861E-07;1.58882E-07;50.10100542;50.06269618;50.63186616;0.542530569;0.179696269;0.791601276;27.51428937;-7.524764879;143.5653466;335.3705504;69.0018062;;;;;;;;;;;;;;;;;;;;;
1;20150227;22907.37;22713.59;22924.8;22579.89;0.019;-0.004183435;277.46;22401.44649;22706.62197;-305.17548;-404.2153608;99.03988078;7.56642E-08;1.53336E-07;1.64611E-07;50.04710762;50.03216328;50.43319287;0.573838599;0.150428071;0.599253852;27.41840906;-18.37871233;118.3044251;336.0519397;63.22008431;;;;;;;;;;;;;;;;;;;;;
0;20150302;22784.96;22930.92;23008.89;22756.57;0.006;0.00956828;366.57;22482.90396;22948.17369;-465.2697386;-416.4262364;-48.84350225;1.2452E-07;1.76678E-07;1.58058E-07;50.09483802;50.14101696;50.40573717;0.527652554;0.335670061;0.572672351;27.5407086;-6.745860082;134.8855623;333.1410868;61.56575316;;;;;;;;;;;;;;;;;;;;;
1;20150303;22961.06;22723.06;22987.55;22603.55;0.002;-0.009064617;377.29;22519.85104;22705.74356;-185.8925225;-370.3194936;184.4269711;1.47034E-07;1.47909E-07;1.35069E-07;49.8909324;49.99493558;50.36249183;0;0.15117612;0.530803971;26.98264848;-24.89006157;103.8435858;336.7738664;59.89592925;;;;;;;;;;;;;;;;;;;;;
1;20150304;22790.94;22565.19;22818.55;22397.86;0.006;-0.006947568;-267.85;22526.82626;22554.37819;-27.55192335;-301.7659795;274.2140562;8.827E-08;9.25934E-08;1.2724E-07;50.00174531;50.03046737;50.21869754;0.293768063;0.25103474;0.39158816;25.64895872;-38.63737297;60.74266036;342.7678759;53.8264667;;;;;;;;;;;;;;;;;;;;;
0;20150305;22656.76;22805.17;22915.49;22644.88;0.008;0.010634965;-3.84;22569.64838;22824.46168;-254.8133005;-292.3754437;37.56214323;8.06765E-08;1.01711E-07;1.24254E-07;50.0910768;50.10448207;50.18060833;0.53058832;0.559164558;0.354711736;24.71286834;-17.73992703;95.03859436;343.3058848;57.91501205;;;;;;;;;;;;;;;;;;;;;
1;20150306;22904.69;23176.68;23203.57;22767.55;-0.010;0.016290604;463.09;22663.03786;23203.77372;-540.7358593;-342.0475268;-198.6883325;1.42728E-07;1.30018E-07;1.42252E-07;50.2535623;50.15018108;50.13680641;0.961341857;0.971990492;0.312304494;24.64775092;-2.002159264;141.0447647;349.9283216;58.59473873;;;;;;;;;;;;;;;;;;;;;
1;20150309;23177.59;23057.12;23196.95;23014.12;0.010;-0.005158634;126.2;22723.66588;23045.83894;-322.1730652;-338.0726345;15.89956933;9.63092E-08;1.07421E-07;1.95743E-07;50.25653917;49.95303472;49.85980317;1;0.098029406;0.044121175;24.58728474;-10.90428502;132.4883502;337.9927272;59.07535268;;;;;;;;;;;;;;;;;;;;;
0;20150310;23022.31;23333.2;23381.86;22977.9;0.008;0.011973742;610.14;22817.44036;23355.3047;-537.8643368;-378.030975;-159.8333619;1.88002E-07;1.13715E-07;1.59754E-07;50.26448045;50.11827176;50.01476161;1;0.824802713;0.194145664;25.00707331;-3.868536539;144.2966097;342.7046752;63.37861401;;;;;;;;;;;;;;;;;;;;;
0;20150311;23256.77;23145.1;23366.5;23128.58;-0.002;-0.008061475;579.91;22867.84954;23128.93041;-261.0808728;-354.6409545;93.56008173;6.04856E-08;1.1795E-07;1.90384E-07;50.24618255;50.11279955;49.75205333;0.951015951;0.800733901;0;25.39687698;-20.92369691;127.247518;335.2200556;57.93575607;;;;;;;;;;;;;;;;;;;;;
1;20150312;22993.4;22900.27;23062.98;22659.62;-0.014;-0.010578049;95.1;22872.8373;22882.68074;-9.843438877;-285.6814514;275.8380125;1.95361E-08;7.34337E-08;1.48273E-07;50.22953678;50.17296703;49.78393441;0.906454679;1;0.029113401;23.85235844;-42.56058115;48.93900311;345.9529087;59.41579469;;;;;;;;;;;;;;;;;;;;;
1;20150313;23022.2;22984.23;23048.06;22745.48;0.007;0.003666332;-192.45;22889.97464;22992.04148;-102.0668441;-248.9585299;146.8916858;5.36176E-08;6.41954E-08;1.17492E-07;50.18279256;50.24911188;49.89467295;0.781318929;1;0.130238462;22.41816265;-36.09404076;55.6325717;342.8548438;62.29040877;;;;;;;;;;;;;;;;;;;;;
0;20150316;23015.51;23260.57;23263.12;23003.69;0.012;0.012023026;203.45;22946.98931;23281.22604;-334.2367311;-266.0141702;-68.22256095;6.35338E-08;9.31445E-08;1.24204E-07;50.25420896;50.21953719;49.81501135;0.972502894;0.900111536;0.057492483;21.76089275;-12.32621951;106.3321422;338.2859264;65.75582375;;;;;;;;;;;;;;;;;;;;;
1;20150317;23232.63;23157.12;23336.94;23006.22;0.002;-0.00444744;-176.08;22979.31711;23147.57338;-168.2562742;-246.462591;78.20631682;8.37561E-08;1.14017E-07;1.35598E-07;50.15952669;50.21536485;49.8342149;0.600533979;0.886019472;0.075028921;21.36756034;-22.83943089;98.15193633;337.7455031;59.34226612;;;;;;;;;;;;;;;;;;;;;
0;20150318;23092.49;23358.99;23447.36;23072.13;0.006;0.008717405;213.89;23037.72832;23375.25282;-337.5244952;-264.6749718;-72.84952335;1.50094E-07;1.17682E-07;1.00575E-07;50.09545785;50.24654684;49.93897291;0.025265031;0.991336578;0.170692631;21.32162312;-8.420200095;122.1210807;340.4229672;62.97319015;;;;;;;;;;;;;;;;;;;;;
1;20150319;23407.38;23308.53;23453.85;23289.91;-0.010;-0.002160196;408.26;23079.39012;23303.39748;-224.0073573;-256.5414489;32.5340916;9.55243E-08;8.72293E-08;1.04766E-07;50.11773259;50.15391247;49.93343065;0.131785581;0.678464181;0.16563151;21.29803456;-13.76149395;125.7391493;327.8170409;58.08688514;;;;;;;;;;;;;;;;;;;;;
0;20150320;23502;23706.34;23736.45;23477.02;0.022;0.017067142;722.11;23175.84395;23737.33558;-561.4916325;-317.5314856;-243.9601469;9.7197E-08;1.18368E-07;9.6355E-08;50.23151096;50.27339888;50.0542647;0.804940342;1;0.27597566;22.04573424;-2.249381812;176.5658694;334.9672523;65.31354492;;;;;;;;;;;;;;;;;;;;;
0;20150323;23709.74;23578.7;23785.74;23538.81;-0.001;-0.005384214;318.13;23237.8218;23566.49726;-328.6754625;-319.760281;-8.915181476;9.67665E-08;9.54726E-08;1.13687E-07;50.1189367;50.1407717;50.03735438;0.138909504;0.586011167;0.260533368;22.86175227;-14.91771623;154.6265859;328.6788771;64.29323371;;;;;;;;;;;;;;;;;;;;;
1;20150324;23653.15;23803.9;23803.9;23624.07;-0.004;0.009550993;646.78;23324.91075;23822.16175;-497.2509946;-355.2584237;-141.9925708;8.5673E-08;1.34979E-07;9.25799E-08;50.21961697;50.12097596;50.15052789;0.782099204;0.524219799;0.363882001;23.66611232;0;163.5172264;321.2875288;66.48543006;;;;;;;;;;;;;;;;;;;;;
0;20150325;23878.85;23877.25;23917.76;23773.2;0.010;0.003081428;518.26;23409.88602;23881.48756;-471.6015348;-378.5270459;-93.07448886;1.32077E-07;9.53541E-08;1.19944E-07;50.28072466;50.26432707;50.14516917;1;0.971682801;0.358988486;24.70540212;-3.219832451;165.3681712;308.6641339;63.95101915;;;;;;;;;;;;;;;;;;;;;
0;20150326;23907.76;24008.91;24047.58;23897.24;-0.009;0.005514035;700.38;23502.04356;24018.71173;-516.6681684;-406.1552704;-110.512898;1.98378E-07;1.08506E-07;1.08792E-07;50.23800201;50.37504028;50.26304805;0.769399306;1;0.466634015;25.98329292;-2.786103346;166.478945;298.7831243;66.11666293;;;;;;;;;;;;;;;;;;;;;
1;20150327;23974.58;23752.91;24024.23;23642.91;-0.007;-0.010662708;46.57;23540.6384;23732.46371;-191.8253182;-363.28928;171.4639618;1.40191E-07;9.60368E-08;1.06661E-07;50.23346563;50.25034671;50.23831705;0.744913661;0.524507225;0.444049969;25.8447758;-21.23043892;112.455973;304.6786154;60.03028513;;;;;;;;;;;;;;;;;;;;;
1;20150330;23804.71;24030.54;24081.74;23787.77;0.011;0.011688252;451.84;23616.00787;24053.46895;-437.4610723;-378.1236385;-59.33743386;1.37178E-07;9.93382E-08;9.27101E-08;50.3686374;50.34273971;50.24841517;1;0.876828549;0.453271447;25.88276158;-3.600258769;124.7617711;306.4037143;64.59802544;;;;;;;;;;;;;;;;;;;;;
0;20150331;24035.53;23610.81;24063.21;23584.53;0.016;-0.017466524;-193.09;23615.2082;23576.75931;38.44888816;-294.8091331;333.2580213;8.44766E-08;8.33117E-08;1.31761E-07;50.24801051;50.25962498;50.11259597;0.558433674;0.5457241;0.329243047;24.9734308;-33.11464574;74.77967193;318.7091633;51.40568603;;;;;;;;;;;;;;;;;;;;;
1;20150401;23577.16;23044.08;23780.19;23010.93;-0.005;-0.024002988;-833.17;23527.34232;23003.10467;524.2376548;-130.9997755;655.2374304;-5.54363E-08;4.83545E-08;9.9071E-08;50.4502983;50.23401481;50.18217932;1;0.444922166;0.392785697;24.2004625;-77.65404936;-23.06599346;350.8913659;42.87314416;;;;;;;;;;;;;;;;;;;;;
0;20150402;23090.93;23332.98;23332.98;23027.14;0.012;0.012536842;-675.93;23497.44043;23358.35503;139.0854018;-76.98274008;216.0681418;8.23838E-09;5.18313E-08;4.44083E-08;50.31369776;50.28009454;50.24487701;0.587759919;0.626292524;0.450040449;23.48270622;-69.45503455;-39.43558366;347.6734112;44.41198919;;;;;;;;;;;;;;;;;;;;;
0;20150403;23433.64;23240.26;23525.31;22969.6;-0.008;-0.003973774;-512.65;23457.87421;23231.17577;226.6984404;-16.24650398;242.9449444;-8.22652E-08;8.44052E-09;6.07991E-08;50.38657893;50.36786184;50.29136432;0.807704419;0.971745596;0.492492077;22.11674105;-75.66313594;-39.52417382;362.5331676;43.85832734;;;;;;;;;;;;;;;;;;;;;
1;20150406;23321.05;23315.4;23427.31;23125.01;-0.011;0.003233182;-715.14;23435.9551;23321.87879;114.0763117;9.818059154;104.2582525;-4.504E-08;2.64096E-08;4.62739E-08;50.33532789;50.27253758;50.34495001;0.501605077;0.596548244;0.626054676;20.84834482;-68.90679231;-32.80300942;358.2307984;44.04165151;;;;;;;;;;;;;;;;;;;;;
1;20150407;23332.47;23199.43;23380.89;22966.31;0.004;-0.004973966;-411.38;23399.56662;23190.01086;209.5557595;49.76559923;159.7901603;-1.07874E-07;-9.9845E-09;6.57093E-08;50.36480422;50.35484062;50.28333916;0.605714057;0.920493928;0.56099821;20.18883199;-79.1004366;-56.295521;362.2557414;45.66901474;;;;;;;;;;;;;;;;;;;;;
0;20150408;23356.4;23427.35;23574.12;23213.14;0.012;0.009824379;383.27;23403.84099;23445.60686;-41.76586882;31.45930562;-73.22517444;-7.80424E-08;2.82857E-08;2.56526E-08;50.26976413;50.30097209;50.32566071;0.167403279;0.708466783;0.651965232;18.85508296;-58.66706113;-8.203929097;363.1439027;45.15049103;;;;;;;;;;;;;;;;;;;;;
1;20150409;23449.13;23806.27;23812.07;23154.64;-0.004;0.016174258;473.29;23465.75314;23834.01332;-368.2601751;-48.48459052;-319.7755846;-3.20212E-08;8.4023E-08;4.09991E-08;50.22683802;50.31415131;50.32714656;0;0.760340333;0.844310442;18.17683105;-24.69630546;28.48332163;384.1643383;55.57985236;;;;;;;;;;;;;;;;;;;;;
0;20150410;23793.6;23532.09;23859.9;23487.13;0.009;-0.011517134;291.83;23475.95881;23508.86513;-32.9063155;-45.36893552;12.46262002;-3.60252E-08;5.27407E-08;7.13079E-08;50.27412687;50.3224503;50.2640718;0.211620848;0.793005268;0.783281522;17.69377152;-49.27696045;30.86194247;383.350457;59.68791942;;;;;;;;;;;;;;;;;;;;;
1;20150413;23653.94;22995.63;23695.24;22995.63;-0.002;-0.022796955;-319.77;23402.06207;22956.15037;445.9116986;52.8871913;393.0245073;-1.8683E-07;-2.17389E-08;4.13531E-08;50.21407027;50.36811696;50.31551712;0;0.950907337;0.923047592;17.21049849;-97.3714173;-76.98344691;405.9404243;47.5124946;;;;;;;;;;;;;;;;;;;;;
0;20150414;22963.92;23045.52;23180.43;22725.83;0.017;0.002169543;-153.91;23347.20945;23052.39459;294.81486;101.272725;193.542135;-1.0122E-07;-7.33548E-09;2.07161E-08;50.19662443;50.24239347;50.25073767;0;0.059412404;0.841098208;17.43603105;-76.42247642;-135.6845;409.4161083;49.61023922;;;;;;;;;;;;;;;;;;;;;
1;20150415;23082.15;23217.17;23365.16;22859.79;-0.005;0.007448302;-210.18;23327.20338;23229.84503;97.35834608;100.4898493;-3.131503173;3.49943E-08;-1.00144E-08;3.41039E-08;50.12403173;50.12212165;50.18163493;0;0;0.724547151;17.02227069;-63.76308162;-88.66504039;416.2699577;50.85869611;;;;;;;;;;;;;;;;;;;;;
1;20150416;23144.7;22576.35;23350.34;22576.35;0.010;-0.027601125;-1229.92;23211.68747;22526.08115;685.6063222;217.5131438;468.0931784;-1.418E-07;-6.66428E-08;3.02046E-08;50.27284703;50.30280916;50.27731032;0.566813529;0.734516063;0.885916557;17.31309665;-100;-147.0237762;441.8213893;42.92287261;;;;;;;;;;;;;;;;;;;;;
1;20150417;22609.88;22659.85;22840.27;22472.5;0.003;0.003698561;-872.24;23126.7894;22670.13991;456.6494893;265.3404129;191.3090764;-1.07419E-07;-9.58956E-08;-3.66991E-08;50.1828377;50.09321293;50.24289509;0.244238772;0;0.827870646;17.81137997;-88.22224038;-161.2256748;436.5320043;41.73510212;;;;;;;;;;;;;;;;;;;;;
0;20150420;22514.6;22841.92;22854.19;22296.58;0.006;0.008034916;-153.71;23082.96334;22855.13385;227.8294861;257.8382276;-30.00874145;-8.55411E-08;-6.57573E-08;-2.30356E-08;50.09782366;50.11644208;50.19125974;0;0.084499103;0.740780689;18.64608814;-65.11654684;-140.3959883;445.1804326;43.15473459;;;;;;;;;;;;;;;;;;;;;
1;20150421;23032.05;23312.43;223312.43;22921.32;-0.011;0.020598531;266.91;23118.2659;23347.60663;-229.3407244;160.4024372;-389.7431616;2.58801E-08;-4.07357E-08;-2.83968E-08;50.16499289;50.1175382;50.18995512;0.380986981;0.088486386;0.738580257;24.34879064;-99.49464184;666.6666667;14732.70397;1.466390249;;;;;;;;;;;;;;;;;;;;;
0;20150422;23312.57;23321.86;23367.78;23124.27;0.012;0.000404505;104.69;23149.58807;23319.87949;-170.2914191;94.26366593;-264.555085;-1.45211E-08;-4.64583E-08;1.39902E-08;50.14873959;50.11620776;50.17669206;0.288797511;0.083646758;0.700083283;29.64415724;-99.48995067;-35.63833903;13697.76155;1.505623236;;;;;;;;;;;;;;;;;;;;;
0;20150423;23181.83;23104.87;23269.97;22942.36;-0.018;-0.009304146;528.52;23142.70837;23088.33081;54.37755948;86.28644464;-31.90888516;-1.2493E-07;-7.89618E-08;3.05125E-08;50.01542036;50.14551883;50.15835883;0;0.190269678;0.647900406;34.54655233;-99.59789738;-36.89570054;12746.45715;1.43925146;;;;;;;;;;;;;;;;;;;;;
1;20150424;23170.53;23210.97;23401.44;23123.49;-0.024;0.004592105;551.12;23153.21016;23220.40378;-67.1936265;55.59043041;-122.7840569;-5.49557E-08;-4.57397E-08;1.11037E-08;50.21185529;50.13302106;50.17180948;0.763071404;0.144807356;0.673281929;39.09887576;-99.54511547;-35.11300551;11857.1795;1.35449791;;;;;;;;;;;;;;;;;;;;;
0;20150427;23207.45;23548.59;23548.59;23030.75;0.013;0.014545708;706.67;23214.03783;23573.83509;-359.797268;-27.48710927;-332.3101587;1.04409E-07;-3.90167E-08;6.32748E-11;50.33073406;50.20193587;50.18888491;1;0.395494176;0.69443044;43.32615283;-99.37715857;-33.4093056;11047.22668;1.555423122;;;;;;;;;;;;;;;;;;;;;
1;20150428;23615.27;23473.46;23741.11;23433.29;-0.004;-0.003190425;161.03;23253.94893;23465.73884;-211.7899096;-64.34766935;-147.4422403;8.19092E-08;-8.73258E-09;2.79646E-08;50.1162181;50.08823976;50.16056566;0.319674482;0;0.551942458;47.25164968;-99.41453373;-31.47178933;10280.1262;1.489506256;;;;;;;;;;;;;;;;;;;;;
0;20150429;23217.23;23198.1;23364.67;23002.36;0.003;-0.011730695;-123.76;23245.35679;23177.5124;67.84438934;-37.90925761;105.7536469;2.06641E-10;1.76148E-08;1.05962E-08;50.06604493;49.99788163;50.17248;0.160553033;0;0.580894547;50.85016495;-99.55151795;-35.22229894;9579.48147;1.314821491;;;;;;;;;;;;;;;;;;;;;
1;20150430;23350.11;23713.26;23713.26;23331.35;-0.005;0.022206991;608.39;23317.3419;23754.47135;-437.1294579;-117.7532977;-319.3761603;2.10245E-07;3.76219E-08;-3.551E-09;49.96884186;50.14939206;50.19143501;0;0.409227362;0.50091943;54.19212697;-99.29523965;-31.23165605;8932.029937;37.23290664;;;;;;;;;;;;;;;;;;;;;
1;20150501;23668.82;23772.61;23772.8;23578.14;0.010;0.002502819;561.64;23387.38314;23774.00528;-386.6221376;-171.5270657;-215.0950719;2.04691E-07;5.115E-08;3.91334E-09;50.13933801;50.19008961;50.19535891;0.47112413;0.630339862;0.513676122;57.29546605;-99.26571462;-30.20259555;8307.932084;37.85361016;;;;;;;;;;;;;;;;;;;;;
0;20150504;23719.78;23739.69;23757.06;23584.52;0.016;-0.001384787;191.1;23441.5842;23737.05036;-295.4661652;-196.3148856;-99.15127965;1.65295E-07;4.14946E-08;1.5375E-08;50.10768835;50.07552158;50.18095348;0.383668104;0.254617722;0.294195496;60.17713806;-99.28209144;-30.57396001;7727.943364;40.50105021;;;;;;;;;;;;;;;;;;;;;
0;20150505;23701.39;23781.78;23815.5;23686.3;-0.012;0.00177298;308.32;23493.92201;23785.22074;-291.2987278;-215.311654;-75.98707375;8.58433E-08;5.56063E-08;-5.08746E-10;50.19083829;50.14277489;50.1796438;0.613432494;0.475172778;0.288558934;62.85307714;-99.26115279;-30.18213412;7185.175981;43.05119045;;;;;;;;;;;;;;;;;;;;;
0;20150506;23623.24;23285.11;23631.02;23278.09;-0.023;-0.020884475;87.01;23461.79709;23246.63994;215.1571454;-129.2178941;344.3750395;-3.75315E-09;-9.1486E-09;-2.45727E-09;50.26103738;49.99061097;50.15359775;0.807410383;0;0.176462541;65.27469559;-99.50823281;-34.00722535;6707.926982;30.66603715;;;;;;;;;;;;;;;;;;;;;
1;20150507;23328.63;23326.95;23505.52;23178.67;0.002;0.001796856;-386.31;23441.05138;23333.1277;107.9236858;-81.78957814;189.7132639;4.38423E-08;-3.99493E-08;-4.14761E-08;50.14360123;50.06984022;50.11076205;0.482904502;0.374916748;0;67.50686303;-99.48741853;-34.50989259;6252.135769;33.06153069;;;;;;;;;;;;;;;;;;;;;
0;20150508;23443.27;23861.07;23879.84;23419.71;0.007;0.022897121;88.46;23505.66963;23901.68095;-396.0113151;-144.6339255;-251.3773896;1.19576E-07;3.30587E-08;-2.25418E-08;50.2583129;50.19039771;50.18015507;0.799881962;0.945400834;0.296313317;69.58076437;-99.53104207;-30.52228454;5845.046785;40.0236827;;;;;;;;;;;;;;;;;;;;;
1;20150510;23761.96;23744.13;23866.19;23626.7;-0.028;-0.00490087;4.44;23542.35584;23732.0107;-189.6548545;-153.6381113;-36.01674321;3.82643E-08;7.09068E-08;-6.37456E-09;50.21517519;50.15205942;50.1008308;0.843042798;0.763982105;0;71.50652989;-14.47604216;-30.53872209;5444.649872;51.50688165;;;;;;;;;;;;;;;;;;;;;
1;20150511;23789.29;23495.68;23821.33;23495.68;0.004;-0.010463639;-286.1;23535.17494;23477.50072;57.67422748;-111.3756436;169.049871;7.71334E-09;4.47726E-08;1.19997E-08;50.21044566;50.17830944;50.11033977;0.826856642;0.888198516;0.038952168;73.26782768;-40.97794086;-32.37357019;5079.007024;43.21264087;;;;;;;;;;;;;;;;;;;;;
1;20150512;23582.62;23435.67;23704.72;23379.45;0.008;-0.002554087;150.56;23519.86649;23432.45225;87.41423771;-71.61766731;159.031905;4.68897E-08;2.35471E-08;3.19519E-08;50.15993457;50.12794646;50.07801177;0.653989191;0.649878413;0;74.87770314;-50.61881752;-33.60275941;4739.45438;38.8811891;;;;;;;;;;;;;;;;;;;;;
0;20150513;23520.63;23576.16;23717.7;23264.64;0.021;0.005994708;249.21;23528.52703;23587.21444;-58.68741181;-69.03161621;10.3442044;-2.21553E-08;9.46564E-08;9.68934E-09;50.13098318;50.18314468;50.09330154;0.151907262;0.911079114;0.057278314;76.34544135;-34.6081962;-33.84669814;4433.283353;41.38585109;;;;;;;;;;;;;;;;;;;;;
0;20150514;23589.64;23608.83;23796.94;23473.44;0.000;0.001385722;-252.24;23540.88133;23610.49274;-69.6114019;-69.14757335;-0.463828546;-2.68563E-08;8.96271E-08;2.42358E-08;50.09635366;50.19223817;50.09974069;0;1;0.081400575;77.70881176;-30.88503442;-33.25481169;4139.727399;44.40518023;;;;;;;;;;;;;;;;;;;;;
1;20150515;23480.15;23336.5;23564.36;23217.09;-0.009;-0.011535091;-407.63;23509.43805;23315.42364;194.0144155;-16.51517557;210.5295911;-7.06652E-08;4.8743E-08;2.17887E-08;50.18213913;50.21307733;50.10379952;0.520910431;1;0.103509249;78.90508753;-61.92049961;-36.33157509;3872.014013;43.24752647;;;;;;;;;;;;;;;;;;;;;
1;20150517;23104.55;22847.34;23250.63;22805.03;0.005;-0.020961155;-648.34;23407.57681;22811.33357;596.2432461;106.0365088;490.2067374;-1.71683E-07;-4.11642E-08;1.23527E-08;50.25116528;50.26652624;50.13285538;0.940054196;1;0.220136315;79.89687279;-96.06349029;-172.8247139;3633.403726;31.5300291;;;;;;;;;;;;;;;;;;;;;
0;20150518;22858.07;22642.29;22959.41;22642.29;0.015;-0.008974787;-793.38;23289.84038;22629.28665;660.5537312;216.9399532;443.6137779;-1.20638E-07;-6.22489E-08;-3.44198E-08;50.36609563;50.3606161;50.18162309;1;1;0.415884599;80.76780115;-100;-208.8041571;3396.526317;26.01786818;;;;;;;;;;;;;;;;;;;;;
0;20150519;22621.71;22527.46;22758.27;22303.96;-0.003;-0.005071483;-1048.7;23172.55109;22519.62718;652.9239098;304.1367446;348.7871653;-1.51742E-07;-5.31717E-08;-7.30909E-08;50.57123754;50.4297454;50.20498521;1;1;0.534612965;81.46584912;-85.81744803;-232.6466712;3186.368009;29.52418532;;;;;;;;;;;;;;;;;;;;;
